Year,UNIT_MEASURE,Municipality,Пол,AGE,Value
2013,Број,cazin,Оба пола,30-34,5425
2013,Број,centar_sarajevo,Оба пола,30-34,4122
2013,Број,capljina,Оба пола,30-34,1628
2013,Број,celic,Оба пола,30-34,721
2013,Број,citluk,Оба пола,30-34,1041
2013,Број,doboj-istok,Оба пола,30-34,674
2013,Број,doboj-jug,Оба пола,30-34,290
2013,Број,dobretici,Оба пола,30-34,138
2013,Број,domaljevac-samac,Оба пола,30-34,317
2013,Број,donji_vakuf,Оба пола,30-34,959
2013,Број,drvar,Оба пола,30-34,388
2013,Број,foca-fbih,Оба пола,30-34,106
2013,Број,fojnica,Оба пола,30-34,865
2013,Број,glamoc,Оба пола,30-34,222
2013,Број,gorazde,Оба пола,30-34,1477
2013,Број,gornji_vakuf-uskoplje,Оба пола,30-34,1526
2013,Број,gracanica,Оба пола,30-34,3234
2013,Број,gradacac,Оба пола,30-34,2710
2013,Број,grude,Оба пола,30-34,1004
2013,Број,hadzici,Оба пола,30-34,1833
2013,Број,ilidza,Оба пола,30-34,5463
2013,Број,ilijas,Оба пола,30-34,1577
2013,Број,jablanica,Оба пола,30-34,721
2013,Број,jajce,Оба пола,30-34,2068
2013,Број,kakanj,Оба пола,30-34,2709
2013,Број,kalesija,Оба пола,30-34,2364
2013,Број,kiseljak,Оба пола,30-34,1496
2013,Број,kladanj,Оба пола,30-34,857
2013,Број,kljuc,Оба пола,30-34,1257
2013,Број,konjic,Оба пола,30-34,1640
2013,Број,kresevo,Оба пола,30-34,336
2013,Број,krupa_na_uni,Оба пола,30-34,80
2013,Број,kupres-fbih,Оба пола,30-34,294
2013,Број,livno,Оба пола,30-34,2270
2013,Број,lukavac,Оба пола,30-34,2959
2013,Број,ljubuski,Оба пола,30-34,1748
2013,Број,maglaj,Оба пола,30-34,1672
2013,Број,mostar,Оба пола,30-34,7762
2013,Број,neum,Оба пола,30-34,252
2013,Број,novi_grad_sarajevo,Оба пола,30-34,10261
2013,Број,novi_travnik,Оба пола,30-34,1690
2013,Број,novo_sarajevo,Оба пола,30-34,5296
2013,Број,odzak,Оба пола,30-34,1160
2013,Број,olovo,Оба пола,30-34,647
2013,Број,orasje,Оба пола,30-34,1203
2013,Број,pale-fbih,Оба пола,30-34,40
2013,Број,posusje,Оба пола,30-34,1351
2013,Број,prozor,Оба пола,30-34,995
2013,Број,ravno,Оба пола,30-34,168
2013,Број,sanski_most,Оба пола,30-34,3017
2013,Број,sapna,Оба пола,30-34,778
2013,Број,srebrenik,Оба пола,30-34,2859
2013,Број,stari_grad_sarajevo,Оба пола,30-34,2732
2013,Број,stolac,Оба пола,30-34,981
2013,Број,siroki_brijeg,Оба пола,30-34,1692
2013,Број,teocak,Оба пола,30-34,549
2013,Број,tesanj,Оба пола,30-34,3175
2013,Број,tomislavgrad,Оба пола,30-34,2086
2013,Број,travnik,Оба пола,30-34,3921
2013,Број,trnovo-fbih,Оба пола,30-34,73
2013,Број,tuzla,Оба пола,30-34,8028
2013,Број,usora,Оба пола,30-34,404
2013,Број,vares,Оба пола,30-34,451
2013,Број,velika_kladusa,Оба пола,30-34,3379
2013,Број,visoko,Оба пола,30-34,2910
2013,Број,vitez,Оба пола,30-34,1913
2013,Број,vogosca,Оба пола,30-34,2271
2013,Број,zavidovici,Оба пола,30-34,2462
2013,Број,zenica,Оба пола,30-34,8084
2013,Број,zepce,Оба пола,30-34,2183
2013,Број,zivinice,Оба пола,30-34,4044
2013,Број,banovici,Оба пола,35-39,1657
2013,Број,bihac,Оба пола,35-39,4080
2013,Број,bosanska_krupa,Оба пола,35-39,1924
2013,Број,bosanski_petrovac,Оба пола,35-39,418
2013,Број,bosansko_grahovo,Оба пола,35-39,96
2013,Број,breza,Оба пола,35-39,864
2013,Број,bugojno,Оба пола,35-39,2325
2013,Број,busovaca,Оба пола,35-39,1285
2013,Број,buzim,Оба пола,35-39,1666
2013,Број,cazin,Оба пола,35-39,5606
2013,Број,centar_sarajevo,Оба пола,35-39,3730
2013,Број,capljina,Оба пола,35-39,1613
2013,Број,celic,Оба пола,35-39,775
2013,Број,citluk,Оба пола,35-39,1099
2013,Број,doboj-istok,Оба пола,35-39,736
2013,Број,doboj-jug,Оба пола,35-39,321
2013,Број,dobretici,Оба пола,35-39,163
2013,Број,domaljevac-samac,Оба пола,35-39,316
2013,Број,donji_vakuf,Оба пола,35-39,980
2013,Број,drvar,Оба пола,35-39,422
2013,Број,foca-fbih,Оба пола,35-39,124
2013,Број,fojnica,Оба пола,35-39,818
2013,Број,glamoc,Оба пола,35-39,242
2013,Број,gorazde,Оба пола,35-39,1280
2013,Број,gornji_vakuf-uskoplje,Оба пола,35-39,1589
2013,Број,gracanica,Оба пола,35-39,3119
2013,Број,gradacac,Оба пола,35-39,2838
2013,Број,grude,Оба пола,35-39,1090
2013,Број,hadzici,Оба пола,35-39,1665
2013,Број,ilidza,Оба пола,35-39,4766
2013,Број,ilijas,Оба пола,35-39,1371
2013,Број,jablanica,Оба пола,35-39,660
2013,Број,jajce,Оба пола,35-39,2135
2013,Број,kakanj,Оба пола,35-39,2483
2013,Број,kalesija,Оба пола,35-39,2478
2013,Број,kiseljak,Оба пола,35-39,1373
2013,Број,kladanj,Оба пола,35-39,897
2013,Број,kljuc,Оба пола,35-39,1365
2013,Број,konjic,Оба пола,35-39,1740
2013,Број,kresevo,Оба пола,35-39,287
2013,Број,krupa_na_uni,Оба пола,35-39,89
2013,Број,kupres-fbih,Оба пола,35-39,335
2013,Број,livno,Оба пола,35-39,2330
2013,Број,lukavac,Оба пола,35-39,2946
2013,Број,ljubuski,Оба пола,35-39,1861
2013,Број,maglaj,Оба пола,35-39,1728
2013,Број,mostar,Оба пола,35-39,7111
2013,Број,neum,Оба пола,35-39,234
2013,Број,novi_grad_sarajevo,Оба пола,35-39,9451
2013,Број,novi_travnik,Оба пола,35-39,1657
2013,Број,novo_sarajevo,Оба пола,35-39,4614
2013,Број,odzak,Оба пола,35-39,1317
2013,Број,olovo,Оба пола,35-39,672
2013,Број,orasje,Оба пола,35-39,1425
2013,Број,pale-fbih,Оба пола,35-39,51
2013,Број,posusje,Оба пола,35-39,1356
2013,Број,prozor,Оба пола,35-39,1005
2013,Број,ravno,Оба пола,35-39,183
2013,Број,sanski_most,Оба пола,35-39,3345
2013,Број,sapna,Оба пола,35-39,948
2013,Број,srebrenik,Оба пола,35-39,2798
2013,Број,stari_grad_sarajevo,Оба пола,35-39,2445
2013,Број,stolac,Оба пола,35-39,906
2013,Број,siroki_brijeg,Оба пола,35-39,1706
2013,Број,teocak,Оба пола,35-39,586
2013,Број,tesanj,Оба пола,35-39,3356
2013,Број,tomislavgrad,Оба пола,35-39,2220
2013,Број,travnik,Оба пола,35-39,3988
2013,Број,trnovo-fbih,Оба пола,35-39,66
2013,Број,tuzla,Оба пола,35-39,7412
2013,Број,usora,Оба пола,35-39,458
2013,Број,vares,Оба пола,35-39,496
2013,Број,velika_kladusa,Оба пола,35-39,3160
2013,Број,visoko,Оба пола,35-39,2866
2013,Број,vitez,Оба пола,35-39,1771
2013,Број,vogosca,Оба пола,35-39,1989
2013,Број,zavidovici,Оба пола,35-39,2621
2013,Број,zenica,Оба пола,35-39,7722
2013,Број,zepce,Оба пола,35-39,2179
2013,Број,zivinice,Оба пола,35-39,4005
2013,Број,banovici,Оба пола,40-44,1743
2013,Број,bihac,Оба пола,40-44,4198
2013,Број,bosanska_krupa,Оба пола,40-44,1793
2013,Број,bosanski_petrovac,Оба пола,40-44,457
2013,Број,bosansko_grahovo,Оба пола,40-44,147
2013,Број,breza,Оба пола,40-44,924
2013,Број,bugojno,Оба пола,40-44,2301
2013,Број,busovaca,Оба пола,40-44,1224
2013,Број,buzim,Оба пола,40-44,1412
2013,Број,cazin,Оба пола,40-44,5482
2013,Број,centar_sarajevo,Оба пола,40-44,3429
2013,Број,capljina,Оба пола,40-44,1709
2013,Број,celic,Оба пола,40-44,810
2013,Број,citluk,Оба пола,40-44,1179
2013,Број,doboj-istok,Оба пола,40-44,757
2013,Број,doboj-jug,Оба пола,40-44,327
2013,Број,dobretici,Оба пола,40-44,151
2013,Број,domaljevac-samac,Оба пола,40-44,402
2013,Број,donji_vakuf,Оба пола,40-44,997
2013,Број,drvar,Оба пола,40-44,400
2013,Број,foca-fbih,Оба пола,40-44,105
2013,Број,fojnica,Оба пола,40-44,899
2013,Број,glamoc,Оба пола,40-44,248
2013,Број,gorazde,Оба пола,40-44,1238
2013,Број,gornji_vakuf-uskoplje,Оба пола,40-44,1626
2013,Број,gracanica,Оба пола,40-44,3226
2013,Број,gradacac,Оба пола,40-44,3003
2013,Број,grude,Оба пола,40-44,1170
2013,Број,hadzici,Оба пола,40-44,1633
2013,Број,ilidza,Оба пола,40-44,4564
2013,Број,ilijas,Оба пола,40-44,1350
2013,Број,jablanica,Оба пола,40-44,648
2013,Број,jajce,Оба пола,40-44,2004
2013,Број,kakanj,Оба пола,40-44,2585
2013,Број,kalesija,Оба пола,40-44,2511
2013,Број,kiseljak,Оба пола,40-44,1395
2013,Број,kladanj,Оба пола,40-44,919
2013,Број,kljuc,Оба пола,40-44,1339
2013,Број,konjic,Оба пола,40-44,1779
2013,Број,kresevo,Оба пола,40-44,328
2013,Број,krupa_na_uni,Оба пола,40-44,111
2013,Број,kupres-fbih,Оба пола,40-44,343
2013,Број,livno,Оба пола,40-44,2567
2013,Број,lukavac,Оба пола,40-44,3009
2013,Број,ljubuski,Оба пола,40-44,1922
2013,Број,maglaj,Оба пола,40-44,1649
2013,Број,mostar,Оба пола,40-44,6765
2013,Број,neum,Оба пола,40-44,286
2013,Број,novi_grad_sarajevo,Оба пола,40-44,7789
2013,Број,novi_travnik,Оба пола,40-44,1727
2013,Број,novo_sarajevo,Оба пола,40-44,4120
2013,Број,odzak,Оба пола,40-44,1515
2013,Број,olovo,Оба пола,40-44,661
2013,Број,orasje,Оба пола,40-44,1662
2013,Број,pale-fbih,Оба пола,40-44,60
2013,Број,posusje,Оба пола,40-44,1536
2013,Број,prozor,Оба пола,40-44,1020
2013,Број,ravno,Оба пола,40-44,243
2013,Број,sanski_most,Оба пола,40-44,3389
2013,Број,sapna,Оба пола,40-44,897
2013,Број,srebrenik,Оба пола,40-44,2962
2013,Број,stari_grad_sarajevo,Оба пола,40-44,2104
2013,Број,stolac,Оба пола,40-44,990
2013,Број,siroki_brijeg,Оба пола,40-44,1889
2013,Број,teocak,Оба пола,40-44,562
2013,Број,tesanj,Оба пола,40-44,3220
2013,Број,tomislavgrad,Оба пола,40-44,2448
2013,Број,travnik,Оба пола,40-44,3906
2013,Број,trnovo-fbih,Оба пола,40-44,78
2013,Број,tuzla,Оба пола,40-44,6798
2013,Број,usora,Оба пола,40-44,526
2013,Број,vares,Оба пола,40-44,580
2013,Број,velika_kladusa,Оба пола,40-44,2617
2013,Број,visoko,Оба пола,40-44,2759
2013,Број,vitez,Оба пола,40-44,1727
2013,Број,vogosca,Оба пола,40-44,1761
2013,Број,zavidovici,Оба пола,40-44,2569
2013,Број,zenica,Оба пола,40-44,7266
2013,Број,zepce,Оба пола,40-44,2224
2013,Број,zivinice,Оба пола,40-44,4272
2013,Број,banovici,Оба пола,45-49,1871
2013,Број,bihac,Оба пола,45-49,4543
2013,Број,bosanska_krupa,Оба пола,45-49,1833
2013,Број,bosanski_petrovac,Оба пола,45-49,501
2013,Број,bosansko_grahovo,Оба пола,45-49,166
2013,Број,breza,Оба пола,45-49,1161
2013,Број,bugojno,Оба пола,45-49,2412
2013,Број,busovaca,Оба пола,45-49,1403
2013,Број,buzim,Оба пола,45-49,1265
2013,Број,cazin,Оба пола,45-49,5175
2013,Број,centar_sarajevo,Оба пола,45-49,3675
2013,Број,capljina,Оба пола,45-49,1958
2013,Број,celic,Оба пола,45-49,801
2013,Број,citluk,Оба пола,45-49,1388
2013,Број,doboj-istok,Оба пола,45-49,915
2013,Број,doboj-jug,Оба пола,45-49,336
2013,Број,dobretici,Оба пола,45-49,164
2013,Број,domaljevac-samac,Оба пола,45-49,470
2013,Број,donji_vakuf,Оба пола,45-49,1078
2013,Број,drvar,Оба пола,45-49,446
2013,Број,foca-fbih,Оба пола,45-49,140
2013,Број,fojnica,Оба пола,45-49,1000
2013,Број,glamoc,Оба пола,45-49,248
2013,Број,gorazde,Оба пола,45-49,1492
2013,Број,gornji_vakuf-uskoplje,Оба пола,45-49,1617
2013,Број,gracanica,Оба пола,45-49,3435
2013,Број,gradacac,Оба пола,45-49,3002
2013,Број,grude,Оба пола,45-49,1338
2013,Број,hadzici,Оба пола,45-49,1846
2013,Број,ilidza,Оба пола,45-49,4805
2013,Број,ilijas,Оба пола,45-49,1427
2013,Број,jablanica,Оба пола,45-49,782
2013,Број,jajce,Оба пола,45-49,2014
2013,Број,kakanj,Оба пола,45-49,2863
2013,Број,kalesija,Оба пола,45-49,2661
2013,Број,kiseljak,Оба пола,45-49,1531
2013,Број,kladanj,Оба пола,45-49,1032
2013,Број,kljuc,Оба пола,45-49,1302
2013,Број,konjic,Оба пола,45-49,1915
2013,Број,kresevo,Оба пола,45-49,391
2013,Број,krupa_na_uni,Оба пола,45-49,121
2013,Број,kupres-fbih,Оба пола,45-49,458
2013,Број,livno,Оба пола,45-49,2619
2013,Број,lukavac,Оба пола,45-49,3542
2013,Број,ljubuski,Оба пола,45-49,2046
2013,Број,maglaj,Оба пола,45-49,1849
2013,Број,mostar,Оба пола,45-49,7497
2013,Број,neum,Оба пола,45-49,424
2013,Број,novi_grad_sarajevo,Оба пола,45-49,8130
2013,Број,novi_travnik,Оба пола,45-49,1864
2013,Број,novo_sarajevo,Оба пола,45-49,4490
2013,Број,odzak,Оба пола,45-49,1758
2013,Број,olovo,Оба пола,45-49,739
2013,Број,orasje,Оба пола,45-49,1844
2013,Број,pale-fbih,Оба пола,45-49,74
2013,Број,posusje,Оба пола,45-49,1491
2013,Број,prozor,Оба пола,45-49,1057
2013,Број,ravno,Оба пола,45-49,243
2013,Број,sanski_most,Оба пола,45-49,3424
2013,Број,sapna,Оба пола,45-49,817
2013,Број,srebrenik,Оба пола,45-49,2944
2013,Број,stari_grad_sarajevo,Оба пола,45-49,2464
2013,Број,stolac,Оба пола,45-49,1162
2013,Број,siroki_brijeg,Оба пола,45-49,2304
2013,Број,teocak,Оба пола,45-49,532
2013,Број,tesanj,Оба пола,45-49,3260
2013,Број,tomislavgrad,Оба пола,45-49,2326
2013,Број,travnik,Оба пола,45-49,3928
2013,Број,trnovo-fbih,Оба пола,45-49,87
2013,Број,tuzla,Оба пола,45-49,8386
2013,Број,usora,Оба пола,45-49,669
2013,Број,vares,Оба пола,45-49,694
2013,Број,velika_kladusa,Оба пола,45-49,2658
2013,Број,visoko,Оба пола,45-49,2861
2013,Број,vitez,Оба пола,45-49,2028
2013,Број,vogosca,Оба пола,45-49,1852
2013,Број,zavidovici,Оба пола,45-49,2761
2013,Број,zenica,Оба пола,45-49,8325
2013,Број,zepce,Оба пола,45-49,2462
2013,Број,zivinice,Оба пола,45-49,4638
2013,Број,banovici,Оба пола,50-54,1998
2013,Број,bihac,Оба пола,50-54,4429
2013,Број,bosanska_krupa,Оба пола,50-54,1962
2013,Број,bosanski_petrovac,Оба пола,50-54,589
2013,Број,bosansko_grahovo,Оба пола,50-54,199
2013,Број,breza,Оба пола,50-54,1277
2013,Број,bugojno,Оба пола,50-54,2387
2013,Број,busovaca,Оба пола,50-54,1463
2013,Број,buzim,Оба пола,50-54,1145
2013,Број,cazin,Оба пола,50-54,4738
2013,Број,centar_sarajevo,Оба пола,50-54,4111
2013,Број,capljina,Оба пола,50-54,2034
2013,Број,celic,Оба пола,50-54,759
2013,Број,citluk,Оба пола,50-54,1377
2013,Број,doboj-istok,Оба пола,50-54,800
2013,Број,doboj-jug,Оба пола,50-54,316
2013,Број,dobretici,Оба пола,50-54,166
2013,Број,domaljevac-samac,Оба пола,50-54,361
2013,Број,donji_vakuf,Оба пола,50-54,1130
2013,Број,drvar,Оба пола,50-54,503
2013,Број,foca-fbih,Оба пола,50-54,135
2013,Број,fojnica,Оба пола,50-54,1085
2013,Број,glamoc,Оба пола,50-54,256
2013,Број,gorazde,Оба пола,50-54,1715
2013,Број,gornji_vakuf-uskoplje,Оба пола,50-54,1497
2013,Број,gracanica,Оба пола,50-54,3546
2013,Број,gradacac,Оба пола,50-54,2906
2013,Број,grude,Оба пола,50-54,1344
2013,Број,hadzici,Оба пола,50-54,1952
